WigleWifi-1.4,appRelease=2.26,model=ONE A2003,release=7.1.2,device=OnePlus2,display=OnePlus2-userdebug 7.1.2 NJH47F 4f3634c820,board=MSM8994,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a0:4f:d4:2b:84:d1,shlomo8_2.4,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:26,1,-85,32.10415169,35.17676716,565,10,WIFI
42501_10072_480149,Partner,HSDPA;il,2017-11-26 16:39:26,0,-69,32.10415169,35.17676716,565,10,GSM
84:a1:d1:0f:49:34,yair,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:39:30,6,-83,32.10422867,35.17608752,566,11,WIFI
00:90:8f:80:43:2c,Erana,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:39:30,3,-83,32.10422867,35.17608752,566,11,WIFI
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:34,6,-76,32.10452707,35.17553496,563,11,WIFI
42501_10072_480149,Partner,HSDPA;il,2017-11-26 16:39:34,0,-81,32.10452707,35.17553496,563,11,GSM
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:36,6,-70,32.10461029,35.17540026,566,11,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:39:38,0,-83,32.10467888,35.17536731,569,10,GSM
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:41,6,-65,32.10475941,35.17529827,571,10,WIFI
24:79:2a:2c:3f:0c,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:41,52,-90,32.10475941,35.17529827,571,10,WIFI
24:79:2a:2b:70:ac,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:41,60,-94,32.10475941,35.17529827,571,10,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:39:41,0,-77,32.10475941,35.17529827,571,10,GSM
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:43,6,-53,32.10489183,35.17526961,570,10,WIFI
00:1a:dd:e3:1c:24,afikim-wifi,[ESS],2017-11-26 16:39:43,1,-78,32.10489183,35.17526961,570,10,WIFI
24:79:2a:2c:68:dc,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:49,56,-89,32.10497558,35.17568691,574,11,WIFI
24:79:2a:2b:70:ac,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,60,-74,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2c:40:2c,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,36,-81,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2c:40:28,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,12,-75,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2b:0a:6c,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,48,-84,32.10492837,35.17590404,575,11,WIFI
48:ee:0c:3f:6e:ee,LIRANAH,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,7,-79,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2c:3e:4c,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,44,-88,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2c:56:fc,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,58,-89,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2b:70:a8,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,13,-83,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2c:3f:08,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:51,13,-84,32.10492837,35.17590404,575,11,WIFI
d0:13:fd:54:b4:de,aziasrasa,[WPS][ESS],2017-11-26 16:39:51,1,-79,32.10492837,35.17590404,575,11,WIFI
24:79:2a:2c:3e:48,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:53,5,-77,32.10484492,35.17618739,576,10,WIFI
24:79:2a:2b:0a:68,ORT_Yuvalei_Ariel_WIFI,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:53,4,-83,32.10484492,35.17618739,576,10,WIFI
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:55,6,-73,32.10480224,35.17643155,576,11,WIFI
48:ee:0c:3f:6e:ee,LIRANAH,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:55,7,-74,32.10480224,35.17643155,576,11,WIFI
42501_10072_480149,Partner,HSDPA;il,2017-11-26 16:39:55,0,-75,32.10480224,35.17643155,576,11,GSM
74:da:38:be:db:df,LIRANAH_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:39:57,7,-69,32.10472504,35.17672246,578,10,WIFI
74:da:3c:be:db:e0,LIRANAH,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:57,7,-72,32.10472504,35.17672246,578,10,WIFI
00:21:04:49:01:92,eden,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:39:57,6,-80,32.10472504,35.17672246,578,10,WIFI
20:4e:7f:25:a2:2a,koka1,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:39:57,11,-82,32.10472504,35.17672246,578,10,WIFI
d0:13:fd:54:b4:de,aziasrasa,[WPS][ESS],2017-11-26 16:39:59,1,-79,32.10472121,35.17692811,580,10,WIFI
00:21:04:49:01:92,eden,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:39:59,6,-74,32.10472121,35.17692811,580,10,WIFI
74:ea:3a:df:d4:82,yoav,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-26 16:39:59,1,-79,32.10472121,35.17692811,580,10,WIFI
c4:12:f5:f5:a0:b4,nofar_sagal,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:59,8,-79,32.10472121,35.17692811,580,10,WIFI
5a:12:f5:f5:a0:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:59,8,-80,32.10472121,35.17692811,580,10,WIFI
8c:59:c3:a2:57:19,TalSaban,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:59,1,-83,32.10472121,35.17692811,580,10,WIFI
c4:12:f5:fc:9e:d2,babish,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:59,4,-84,32.10472121,35.17692811,580,10,WIFI
14:ae:db:53:2d:5d,qassem,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:59,6,-86,32.10472121,35.17692811,580,10,WIFI
14:ae:db:53:2d:5d,qassem,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:01,6,-79,32.10475357,35.17703446,581,11,WIFI
06:ae:db:53:2d:5d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:01,6,-78,32.10475357,35.17703446,581,11,WIFI
c4:04:15:26:8a:3e,pizza,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:01,11,-81,32.10475357,35.17703446,581,11,WIFI
00:26:5a:11:fd:5a,BASE,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:01,9,-81,32.10475357,35.17703446,581,11,WIFI
42501_7213_5475843,Partner,UNKNOWN;il,2017-11-26 16:40:01,0,-113,32.10475357,35.17703446,581,11,GSM
46:1c:a8:05:ba:df,DIRECT-df-HP M277 LaserJet,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:03,9,-79,32.10468141,35.17708343,580,12,WIFI
a0:ab:1b:58:b5:a4,ronly,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:03,1,-81,32.10468141,35.17708343,580,12,WIFI
c0:4a:00:bd:00:69,Reapter_Wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-26 16:40:07,6,-72,32.10435675,35.17747821,578,11,WIFI
f8:d1:11:42:2b:5e,TP-LINK_422B5E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-26 16:40:13,6,-75,32.10436614,35.17811414,573,10,WIFI
c4:04:15:4e:17:29,igor2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:13,1,-72,32.10436614,35.17811414,573,10,WIFI
e8:74:e6:ff:1f:01,Menis,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:13,11,-80,32.10436614,35.17811414,573,10,WIFI
c8:d3:ff:7e:f1:1d,DIRECT-1C-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:13,6,-85,32.10436614,35.17811414,573,10,WIFI
42501_7213_5475843,Partner,UNKNOWN;il,2017-11-26 16:40:13,0,-113,32.10436614,35.17811414,573,10,GSM
c0:ac:54:f7:f5:fb,Yosi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:40:15,11,-79,32.10438943,35.17833763,573,11,WIFI
00:78:9e:fa:b0:5f,Home12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:40:17,4,-80,32.10440892,35.17847239,574,10,WIFI
14:ae:db:4f:ca:f5,Bibas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-26 16:40:17,11,-82,32.10440892,35.17847239,574,10,WIFI
74:da:38:81:69:20,Home12_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:17,4,-86,32.10440892,35.17847239,574,10,WIFI
f8:e9:03:13:50:3a,diamond_2.4,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:19,1,-80,32.1044438,35.1785991,575,11,WIFI
f8:e9:03:13:50:3b,diamond_5,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:19,48,-88,32.1044438,35.1785991,575,11,WIFI
d4:d1:84:fe:57:71,Medy013,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:19,1,-81,32.1044438,35.1785991,575,11,WIFI
06:ae:db:b0:69:c5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:19,11,-82,32.1044438,35.1785991,575,11,WIFI
14:ae:db:c9:60:35,morany1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:21,6,-81,32.10444464,35.17871631,575,11,WIFI
14:ae:db:b0:69:c5,Polaks,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:21,11,-83,32.10444464,35.17871631,575,11,WIFI
06:ae:db:c9:60:35,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:21,6,-84,32.10444464,35.17871631,575,11,WIFI
06:ae:db:b0:69:c5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:23,11,-75,32.10453873,35.1788515,577,10,WIFI
14:ae:db:b0:69:c5,Polaks,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:23,11,-76,32.10453873,35.1788515,577,10,WIFI
10:be:f5:36:0c:38,Kazuola,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:23,1,-81,32.10453873,35.1788515,577,10,WIFI
06:ae:db:b7:ca:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:23,11,-82,32.10453873,35.1788515,577,10,WIFI
72:be:f5:36:0c:39,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:23,1,-84,32.10453873,35.1788515,577,10,WIFI
14:ae:db:b7:ca:b5,shapiro04,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:25,11,-79,32.10460917,35.17894118,576,10,WIFI
00:78:9e:fa:af:50,HOTBOX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:40:25,1,-82,32.10460917,35.17894118,576,10,WIFI
c4:04:15:65:cc:6b,ido_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:27,1,-79,32.10466737,35.17904247,577,12,WIFI
20:0c:c8:0f:44:61,jenechka,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:27,1,-80,32.10466737,35.17904247,577,12,WIFI
06:ae:db:b7:ca:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:29,11,-77,32.10468697,35.17913012,574,11,WIFI
2e:d0:5a:cd:0e:44,DIRECT-xyPhilips Tv,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:29,11,-82,32.10468697,35.17913012,574,11,WIFI
20:0c:c8:0f:44:62,jenechka_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:29,60,-90,32.10468697,35.17913012,574,11,WIFI
6a:0c:c8:0f:44:62,Bezeq Free 300F60,[ESS],2017-11-26 16:40:29,1,-85,32.10468697,35.17913012,574,11,WIFI
42501_7213_5475843,Partner,UNKNOWN;il,2017-11-26 16:40:29,0,-113,32.10468697,35.17913012,574,11,GSM
14:ae:db:b7:ca:b5,shapiro04,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:30,11,-73,32.10471842,35.1791865,573,11,WIFI
d0:0e:d9:27:42:e3,orange-gertsman1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:33,8,-82,32.10463262,35.17932615,574,11,WIFI
20:0c:c8:0f:26:79,ADIEL,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:38,11,-80,32.10472285,35.17924842,566,12,WIFI
c8:be:19:09:cf:31,Orna_1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:40:38,6,-81,32.10472285,35.17924842,566,12,WIFI
6a:0c:c8:0f:44:62,Bezeq Free 300F60,[ESS],2017-11-26 16:40:41,1,-80,32.10472019,35.17923848,568,11,WIFI
2e:d0:5a:cd:0e:44,DIRECT-xyPhilips Tv,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:40:44,11,-77,32.1047056,35.17923697,569,11,WIFI
96:44:44:e8:47:d6,DIRECT-AP[TV][LG]55LA740Y-TC,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:45:13,1,-85,32.10462431,35.17925586,572,3,WIFI
10:5a:f7:0e:58:29,yogev_2.4,[WPA2-PSK-CCMP][ESS],2017-11-26 16:46:15,1,-80,32.10461113,35.17929429,572,3,WIFI
00:e0:20:14:02:61,WiFi-Repeater,[WPS][ESS],2017-11-26 16:46:15,3,-85,32.10461113,35.17929429,572,3,WIFI
96:44:44:e8:47:d6,DIRECT-AP[TV][LG]55LA740Y-TC,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:46:16,1,-71,32.10461294,35.17929271,571,3,WIFI
a4:2b:b0:b0:92:0a,Anato_WiFi_5G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:46:16,40,-91,32.10461294,35.17929271,571,3,WIFI
10:5a:f7:0e:58:2a,yogev_5,[WPA2-PSK-CCMP][ESS],2017-11-26 16:46:16,52,-93,32.10461294,35.17929271,571,3,WIFI
7c:b7:33:c1:3e:34,HOME1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-11 17:17:31,1,-49,32.1072632,35.19045622,606,4,WIFI
42501_7213_5475841,Partner,UNKNOWN;il,2017-12-11 17:17:31,0,-113,32.1072632,35.19045622,606,4,GSM
