WigleWifi-1.4,appRelease=2.26,model=ONE A2003,release=7.1.2,device=OnePlus2,display=OnePlus2-userdebug 7.1.2 NJH47F 4f3634c820,board=MSM8994,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:28:58,0,-113,32.10172322,35.05339049,252,9,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:02,0,-113,32.10138349,35.05480337,256,9,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:05,0,-113,32.10112933,35.05592346,258,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:08,0,-113,32.10086129,35.05702039,258,11,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:12,0,-113,32.10054502,35.05856466,258,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:16,0,-113,32.10017801,35.06013237,260,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:20,0,-113,32.09983718,35.06171542,263,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:24,0,-113,32.09956895,35.06324296,266,9,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:28,0,-113,32.09924364,35.06477367,268,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:32,0,-113,32.09883419,35.06633999,273,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:36,0,-113,32.09846043,35.06774073,277,9,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:40,0,-113,32.09805206,35.06914,284,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:44,0,-113,32.09764099,35.07059772,290,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:48,0,-113,32.09722812,35.07206399,295,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:52,0,-113,32.09682114,35.07349433,302,11,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:29:56,0,-113,32.09639398,35.07490948,309,11,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:00,0,-113,32.09599946,35.07637129,313,11,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:04,0,-113,32.09562196,35.07776091,323,11,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:08,0,-113,32.09522016,35.07925759,329,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:12,0,-113,32.09483677,35.08069987,337,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:16,0,-113,32.0943802,35.08209058,337,12,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:20,0,-113,32.09394544,35.0834921,338,13,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:24,0,-113,32.09360356,35.08491639,342,9,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:28,0,-113,32.09321869,35.08638349,347,10,GSM
42501_7111_3077121,Partner,UNKNOWN;il,2017-11-26 16:30:32,0,-113,32.09285905,35.08785363,353,9,GSM
42501_7211_3008001,Partner,UNKNOWN;il,2017-11-26 16:30:36,0,-113,32.09261511,35.08927635,360,5,GSM
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:30:40,0,-113,32.09243802,35.09080478,364,6,GSM
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:30:46,11,-84,32.09224812,35.09310231,366,9,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:30:46,1,-85,32.09224812,35.09310231,366,9,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:30:46,0,-113,32.09224812,35.09310231,366,9,GSM
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:30:50,11,-84,32.09229169,35.09464942,368,7,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:30:50,1,-85,32.09229169,35.09464942,368,7,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:30:50,0,-113,32.09229169,35.09464942,368,7,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:30:54,1,-85,32.0923907,35.09615038,367,5,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:30:54,0,-113,32.0923907,35.09615038,367,5,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:30:58,1,-85,32.09244778,35.09765896,366,7,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:30:58,0,-113,32.09244778,35.09765896,366,7,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:02,1,-80,32.09250345,35.09911162,367,6,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:02,0,-113,32.09250345,35.09911162,367,6,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:04,1,-70,32.092565,35.09987509,365,5,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:06,1,-54,32.09260212,35.10067992,364,4,WIFI
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:31:06,11,-85,32.09260212,35.10067992,364,4,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:06,0,-113,32.09260212,35.10067992,364,4,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:10,1,-66,32.09267246,35.10224,363,5,WIFI
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:31:10,11,-84,32.09267246,35.10224,363,5,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:10,0,-113,32.09267246,35.10224,363,5,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:14,1,-78,32.09272966,35.10365588,362,5,WIFI
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:31:14,11,-82,32.09272966,35.10365588,362,5,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:14,0,-113,32.09272966,35.10365588,362,5,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:18,1,-77,32.09288632,35.10495274,360,3,WIFI
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:31:18,11,-83,32.09288632,35.10495274,360,3,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:18,0,-113,32.09288632,35.10495274,360,3,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:22,1,-81,32.09309265,35.10630957,362,4,WIFI
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:31:22,11,-83,32.09309265,35.10630957,362,4,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:22,0,-113,32.09309265,35.10630957,362,4,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:26,1,-79,32.09340775,35.10760276,362,9,WIFI
88:dc:96:27:98:fa,NuiProd,[WPA-PSK-CCMP+TKIP][ESS],2017-11-26 16:31:26,11,-83,32.09340775,35.10760276,362,9,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:26,0,-113,32.09340775,35.10760276,362,9,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:31,1,-81,32.09391169,35.10918681,362,9,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:31,0,-113,32.09391169,35.10918681,362,9,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:36,1,-80,32.09459052,35.11062348,362,9,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:36,0,-113,32.09459052,35.11062348,362,9,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:40,1,-81,32.09515125,35.11173792,363,9,WIFI
42501_7213_5434883,Partner,UNKNOWN;il,2017-11-26 16:31:40,0,-113,32.09515125,35.11173792,363,9,GSM
58:70:c6:fe:4d:6a,YICarCam_fe4d6a,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:31:42,5,-80,32.0954514,35.11230192,365,9,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:44,1,-81,32.09576198,35.11287073,365,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:31:44,0,-113,32.09576198,35.11287073,365,9,GSM
58:70:c6:fe:4d:6a,YICarCam_fe4d6a,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:31:46,5,-80,32.09609984,35.11345938,363,9,WIFI
08:97:58:32:d4:9c,NIPPON_3945,[WPA-PSK-CCMP][WPS][ESS],2017-11-26 16:31:48,4,-76,32.09641596,35.114045,364,9,WIFI
38:a2:8c:89:e9:95,168CarDVR-e995,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-26 16:31:48,10,-85,32.09641596,35.114045,364,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:31:48,0,-113,32.09641596,35.114045,364,9,GSM
58:70:c6:fe:4d:6a,YICarCam_fe4d6a,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:31:50,5,-80,32.09671246,35.11465383,367,10,WIFI
08:97:58:32:d4:9c,NIPPON_3945,[WPA-PSK-CCMP][WPS][ESS],2017-11-26 16:31:52,4,-76,32.09702214,35.11528614,371,9,WIFI
38:a2:8c:89:e9:95,168CarDVR-e995,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-26 16:31:52,10,-85,32.09702214,35.11528614,371,9,WIFI
00:02:6f:a1:8b:31,,[WPA2-PSK-TKIP][ESS],2017-11-26 16:31:52,13,-84,32.09702214,35.11528614,371,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:31:52,0,-113,32.09702214,35.11528614,371,9,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:54,1,-84,32.09733802,35.11593139,374,9,WIFI
08:97:58:32:d4:9c,NIPPON_3945,[WPA-PSK-CCMP][WPS][ESS],2017-11-26 16:31:56,4,-76,32.09765354,35.11658012,376,9,WIFI
38:a2:8c:89:e9:95,168CarDVR-e995,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-26 16:31:56,10,-85,32.09765354,35.11658012,376,9,WIFI
00:02:6f:a1:8b:31,,[WPA2-PSK-TKIP][ESS],2017-11-26 16:31:56,13,-84,32.09765354,35.11658012,376,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:31:56,0,-113,32.09765354,35.11658012,376,9,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:31:58,1,-85,32.09801158,35.11724632,379,9,WIFI
00:02:6f:a1:8b:31,,[WPA2-PSK-TKIP][ESS],2017-11-26 16:32:00,13,-76,32.09836515,35.11787246,379,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:00,0,-113,32.09836515,35.11787246,379,9,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:32:02,1,-85,32.0986849,35.11848905,384,9,WIFI
58:70:c6:fb:95:75,car,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:32:02,7,-79,32.0986849,35.11848905,384,9,WIFI
00:02:6f:a1:8b:31,,[WPA2-PSK-TKIP][ESS],2017-11-26 16:32:04,13,-76,32.09901262,35.11911643,382,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:04,0,-113,32.09901262,35.11911643,382,9,GSM
58:70:c6:fb:95:75,car,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:32:06,7,-79,32.09934789,35.11976577,382,9,WIFI
00:02:6f:a1:8b:31,,[WPA2-PSK-TKIP][ESS],2017-11-26 16:32:08,13,-76,32.09968669,35.12040933,384,9,WIFI
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:08,0,-113,32.09968669,35.12040933,384,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:12,0,-113,32.10036096,35.12170938,387,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:16,0,-113,32.10098987,35.12285984,393,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:22,0,-113,32.10176541,35.1240667,393,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:28,0,-113,32.10247419,35.12516498,392,10,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:34,0,-113,32.10334354,35.12663635,401,10,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:38,0,-113,32.10402926,35.12765549,401,10,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:42,0,-113,32.10474974,35.12876855,403,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:46,0,-113,32.10537175,35.12998476,404,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:50,0,-113,32.10591756,35.13125898,407,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:32:54,0,-113,32.106385,35.13238949,412,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:33:00,0,-113,32.10711849,35.13385439,419,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:33:04,0,-113,32.1076027,35.13492273,418,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:33:10,0,-113,32.10830274,35.13634012,423,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:33:16,0,-113,32.10886796,35.1377279,427,9,GSM
42501_7213_5434884,Partner,UNKNOWN;il,2017-11-26 16:33:22,0,-113,32.10923432,35.13884376,429,9,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:33:26,0,-113,32.10938014,35.13946565,429,10,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:33:34,1,-86,32.10940868,35.13991226,429,5,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:33:36,1,-81,32.1094296,35.13991093,429,5,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:33:42,1,-74,32.10943257,35.13993431,431,4,WIFI
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:33:44,0,-91,32.10942836,35.1399259,432,4,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:33:51,1,-69,32.10942529,35.13990424,434,4,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:34:11,1,-75,32.10959739,35.14099444,437,5,WIFI
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:34:11,0,-93,32.10959739,35.14099444,437,5,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:34:17,1,-78,32.10965065,35.14201501,440,9,WIFI
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:34:17,0,-93,32.10965065,35.14201501,440,9,GSM
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:34:19,0,-75,32.10967259,35.1423593,440,12,GSM
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-26 16:34:23,1,-82,32.1096164,35.14314169,441,7,WIFI
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:34:25,0,-79,32.10961018,35.14354388,443,5,GSM
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:34:30,0,-73,32.10956893,35.14460881,445,4,GSM
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:34:35,0,-73,32.10949094,35.14565512,448,5,GSM
42501_10072_470797,Partner,UNKNOWN;il,2017-11-26 16:34:37,0,-81,32.10942749,35.14609487,450,5,GSM
42501_10072_470797,Partner,UNKNOWN;il,2017-11-26 16:34:43,0,-77,32.10931453,35.1475308,457,5,GSM
42501_10072_470797,Partner,UNKNOWN;il,2017-11-26 16:34:47,0,-81,32.10930266,35.14863524,457,3,GSM
42501_10072_470797,Partner,UNKNOWN;il,2017-11-26 16:34:51,0,-77,32.1092974,35.14987194,458,5,GSM
42501_10072_470797,Partner,UNKNOWN;il,2017-11-26 16:34:55,0,-85,32.10931443,35.1510852,460,9,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:34:59,0,-81,32.10937249,35.15228375,461,10,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:35:03,0,-83,32.10941856,35.15331336,464,10,GSM
42501_10072_470797,Partner,UNKNOWN;il,2017-11-26 16:35:07,0,-83,32.1094515,35.15410798,469,9,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:35:11,0,-87,32.10947169,35.15495364,473,10,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:35:13,0,-81,32.10946951,35.15543196,474,10,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:17,0,-113,32.10947868,35.15653803,478,10,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:21,0,-113,32.1095492,35.15767337,482,7,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:25,0,-113,32.10955536,35.15890051,490,6,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:29,0,-113,32.10958124,35.1600725,496,8,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:35,0,-113,32.10958797,35.16186562,498,11,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:39,0,-113,32.10959037,35.16306194,500,8,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:35:45,0,-113,32.10966516,35.16444839,504,5,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:36:07,0,-113,32.10875495,35.16545737,519,5,GSM
04:02:1f:12:56:9c,ALTEL4G-569C,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:36:15,1,-74,32.107492,35.16511698,518,3,WIFI
d0:22:be:9e:68:78,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-26 16:36:15,6,-77,32.107492,35.16511698,518,3,WIFI
10:5a:f7:07:83:62,Kiril_2.4,[WPA2-PSK-CCMP][ESS],2017-11-26 16:36:15,1,-88,32.107492,35.16511698,518,3,WIFI
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:36:15,0,-113,32.107492,35.16511698,518,3,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:36:21,0,-113,32.10612685,35.16470049,511,4,GSM
42501_7213_5319682,Partner,UNKNOWN;il,2017-11-26 16:36:27,0,-113,32.1048528,35.16419489,508,4,GSM
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:36:29,0,-99,32.10449141,35.16401403,507,4,GSM
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:36:35,0,-105,32.10348395,35.16372188,506,13,GSM
42501_10072_2147483647,Partner,HSDPA;il,2017-11-26 16:36:52,0,-97,32.10268386,35.16378339,498,4,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:36:58,0,-97,32.1020961,35.16398031,496,6,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:06,0,-101,32.10090675,35.1653396,497,7,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:10,0,-97,32.10039213,35.16647073,500,10,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:14,0,-97,32.10001618,35.16757315,504,9,GSM
6c:b0:ce:36:b1:08,lior_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:37:18,6,-85,32.099878,35.16872935,507,10,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:18,0,-87,32.099878,35.16872935,507,10,GSM
6c:b0:ce:36:b1:08,lior_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:37:22,6,-85,32.09990329,35.16986031,510,9,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:22,0,-87,32.09990329,35.16986031,510,9,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:28,0,-87,32.10021652,35.17115273,512,10,GSM
02:9f:c2:81:d1:ad,aleader,[WPA2-PSK-CCMP][ESS],2017-11-26 16:37:30,1,-82,32.10038797,35.17154308,514,10,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:34,0,-87,32.10078486,35.17226504,514,11,GSM
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:37:38,0,-79,32.10097519,35.17271409,516,10,GSM
02:9f:c2:81:d1:c1,aleader,[WPA2-PSK-CCMP][ESS],2017-11-26 16:37:52,1,-85,32.10121162,35.17335547,521,10,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:38:05,0,-83,32.10135462,35.17380186,524,11,GSM
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:07,6,-81,32.10140732,35.17393563,522,10,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:38:15,0,-89,32.10196427,35.174868,530,11,GSM
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:17,6,-78,32.10211159,35.1752456,532,11,WIFI
e8:94:f6:f9:69:2c,kingking,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:19,2,-84,32.10231657,35.17563796,531,11,WIFI
14:ae:db:48:19:9d,Dira2,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:19,6,-80,32.10231657,35.17563796,531,11,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:38:21,0,-89,32.1024581,35.17603022,531,11,GSM
f0:9f:c2:e8:64:ca,GVNM1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:23,6,-78,32.10260013,35.17641589,529,11,WIFI
6c:3b:6b:38:a1:6f,TuxZone,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:23,1,-79,32.10260013,35.17641589,529,11,WIFI
74:da:38:81:6a:42,Meitus1_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:23,1,-77,32.10260013,35.17641589,529,11,WIFI
60:e3:27:67:ef:f4,ChadAP,[WPS][WEP][ESS],2017-11-26 16:38:23,2,-85,32.10260013,35.17641589,529,11,WIFI
e8:94:f6:f9:69:2c,kingking,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:25,2,-84,32.1027198,35.17677651,532,12,WIFI
14:ae:db:48:19:9d,Dira2,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:25,6,-80,32.1027198,35.17677651,532,12,WIFI
a0:ab:1b:5e:f9:e6,Yaakov,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:38:25,5,-89,32.1027198,35.17677651,532,12,WIFI
42501_10072_479538,Partner,HSDPA;il,2017-11-26 16:38:27,0,-87,32.10277413,35.17704704,536,11,GSM
74:da:3b:81:6a:43,Meitus1,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:29,1,-82,32.10274419,35.17731256,537,10,WIFI
42501_10072_479537,Partner,HSDPA;il,2017-11-26 16:38:29,0,-87,32.10274419,35.17731256,537,10,GSM
6c:3b:6b:38:a1:6f,TuxZone,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:30,1,-80,32.10274079,35.1774599,538,10,WIFI
74:da:38:81:6a:42,Meitus1_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:30,1,-86,32.10274079,35.1774599,538,10,WIFI
60:e3:27:67:ef:f4,ChadAP,[WPS][WEP][ESS],2017-11-26 16:38:30,2,-85,32.10274079,35.1774599,538,10,WIFI
06:ae:db:ba:e6:ad,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-26 16:38:33,11,-84,32.10272251,35.17786985,540,12,WIFI
42501_10072_479537,Partner,HSDPA;il,2017-11-26 16:38:35,0,-81,32.10268296,35.17809161,540,13,GSM
84:16:f9:7d:38:5f,TP-LINK_385F,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:37,6,-78,32.10278103,35.1781385,540,12,WIFI
d0:84:b0:fe:50:85,hazonyrr,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:38:39,11,-87,32.10283393,35.17826014,542,11,WIFI
20:0c:c8:1a:fe:67,ledilena 2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:38:43,1,-85,32.1027954,35.17842636,544,11,WIFI
28:6c:07:98:de:43,WWW,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-26 16:38:56,1,-87,32.10262893,35.17907345,556,9,WIFI
28:6c:07:98:de:43,WWW,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-26 16:38:58,1,-80,32.10275985,35.17913515,558,10,WIFI
42501_10072_479537,Partner,HSDPA;il,2017-11-26 16:38:58,0,-83,32.10275985,35.17913515,558,10,GSM
42501_10072_479537,Partner,HSDPA;il,2017-11-26 16:39:02,0,-73,32.10311193,35.17902805,560,12,GSM
84:16:f9:7d:38:5f,TP-LINK_385F,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:39:10,6,-76,32.1039758,35.17846257,559,11,WIFI
a0:ab:1b:57:b0:b4,schluss,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:12,8,-79,32.10401258,35.17826878,558,12,WIFI
42501_10072_480149,Partner,HSDPA;il,2017-11-26 16:39:16,0,-93,32.10400325,35.1781333,566,10,GSM
80:1f:02:e5:d6:2b,koma3,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:39:20,10,-80,32.10396965,35.17776253,566,11,WIFI
80:1f:02:e5:f9:62,edimax.setup,[WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:39:20,11,-81,32.10396965,35.17776253,566,11,WIFI
30:b5:c2:6c:bf:ac,koma1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-26 16:39:20,7,-84,32.10396965,35.17776253,566,11,WIFI
42501_10072_480149,Partner,HSDPA;il,2017-11-26 16:39:20,0,-83,32.10396965,35.17776253,566,11,GSM
a0:ab:1b:57:b0:b4,schluss,[WPA2-PSK-CCMP][ESS],2017-11-26 16:39:24,8,-82,32.10408934,35.17713194,566,10,WIFI
84:a1:d1:0f:49:34,yair,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-26 16:39:24,6,-83,32.10408934,35.17713194,566,10,WIFI
